regressionExample(med_house_val(id1),4.526).
regressionExample(med_house_val(id8106),1.418).
regressionExample(med_house_val(id8107),1.453).
regressionExample(med_house_val(id8108),1.431).
regressionExample(med_house_val(id8109),1.604).
regressionExample(med_house_val(id8110),1.375).
regressionExample(med_house_val(id8111),1.852).
regressionExample(med_house_val(id8112),1.904).
regressionExample(med_house_val(id8113),1.927).
regressionExample(med_house_val(id8114),1.949).
regressionExample(med_house_val(id8115),1.906).
regressionExample(med_house_val(id8116),1.975).
regressionExample(med_house_val(id8117),2.102).
regressionExample(med_house_val(id8118),2.008).
regressionExample(med_house_val(id8119),1.327).
regressionExample(med_house_val(id8120),1.418).
regressionExample(med_house_val(id8121),1.28).
regressionExample(med_house_val(id8122),1.426).
regressionExample(med_house_val(id8123),1.306).
regressionExample(med_house_val(id8124),1.176).
regressionExample(med_house_val(id8125),1.0).
regressionExample(med_house_val(id8126),2.167).
regressionExample(med_house_val(id8127),1.542).
regressionExample(med_house_val(id8128),1.75).
regressionExample(med_house_val(id8129),1.991).
regressionExample(med_house_val(id8130),1.875).
regressionExample(med_house_val(id8131),1.481).
regressionExample(med_house_val(id8132),2.259).
regressionExample(med_house_val(id8133),2.228).
regressionExample(med_house_val(id8134),2.26).
regressionExample(med_house_val(id8135),2.245).
regressionExample(med_house_val(id8136),2.322).
regressionExample(med_house_val(id8137),2.286).
regressionExample(med_house_val(id8138),2.276).
regressionExample(med_house_val(id8139),2.225).
regressionExample(med_house_val(id8140),2.253).
regressionExample(med_house_val(id8141),2.219).
regressionExample(med_house_val(id8142),2.182).
regressionExample(med_house_val(id8143),2.231).
regressionExample(med_house_val(id8144),2.252).
regressionExample(med_house_val(id8145),2.273).
regressionExample(med_house_val(id8146),2.257).
regressionExample(med_house_val(id8147),2.444).
regressionExample(med_house_val(id8148),2.344).
regressionExample(med_house_val(id8149),4.025).
regressionExample(med_house_val(id8150),2.398).
regressionExample(med_house_val(id8151),2.544).
regressionExample(med_house_val(id8152),2.453).
regressionExample(med_house_val(id8153),2.46).
regressionExample(med_house_val(id8154),2.356).
regressionExample(med_house_val(id8155),2.328).
regressionExample(med_house_val(id8156),2.548).
regressionExample(med_house_val(id8157),2.182).
regressionExample(med_house_val(id8158),2.246).
regressionExample(med_house_val(id8159),2.285).
regressionExample(med_house_val(id8160),2.314).
regressionExample(med_house_val(id8161),2.239).
regressionExample(med_house_val(id8162),2.254).
regressionExample(med_house_val(id8163),2.237).
regressionExample(med_house_val(id8164),2.419).
regressionExample(med_house_val(id8165),2.271).
regressionExample(med_house_val(id8166),2.336).
regressionExample(med_house_val(id8167),2.26).
regressionExample(med_house_val(id8168),2.23).
regressionExample(med_house_val(id8169),2.198).
regressionExample(med_house_val(id8170),2.492).
regressionExample(med_house_val(id8171),2.507).
regressionExample(med_house_val(id8172),2.563).
regressionExample(med_house_val(id8173),2.514).
regressionExample(med_house_val(id8174),2.35).
regressionExample(med_house_val(id8175),2.449).
regressionExample(med_house_val(id8176),2.57).
regressionExample(med_house_val(id8177),2.433).
regressionExample(med_house_val(id8178),2.539).
regressionExample(med_house_val(id8179),2.448).
regressionExample(med_house_val(id8180),2.316).
regressionExample(med_house_val(id8181),2.579).
regressionExample(med_house_val(id8182),2.396).
regressionExample(med_house_val(id8183),2.408).
regressionExample(med_house_val(id8184),2.473).
regressionExample(med_house_val(id8185),2.518).
regressionExample(med_house_val(id8186),2.872).
regressionExample(med_house_val(id8187),2.494).
regressionExample(med_house_val(id8188),5.00001).
regressionExample(med_house_val(id8189),5.00001).
regressionExample(med_house_val(id8190),5.00001).
regressionExample(med_house_val(id8191),4.806).
regressionExample(med_house_val(id8192),2.324).
regressionExample(med_house_val(id8193),2.407).
regressionExample(med_house_val(id8194),2.362).
regressionExample(med_house_val(id8195),2.348).
regressionExample(med_house_val(id8196),2.125).
regressionExample(med_house_val(id8197),2.429).
regressionExample(med_house_val(id8198),2.039).
regressionExample(med_house_val(id8199),1.963).
regressionExample(med_house_val(id8200),2.094).
regressionExample(med_house_val(id8201),2.154).
regressionExample(med_house_val(id8202),2.179).
regressionExample(med_house_val(id8203),1.859).
regressionExample(med_house_val(id8204),1.813).
regressionExample(med_house_val(id8205),1.391).
regressionExample(med_house_val(id8206),1.527).
regressionExample(med_house_val(id8207),1.537).
regressionExample(med_house_val(id8208),1.64).
regressionExample(med_house_val(id8209),1.397).
regressionExample(med_house_val(id8210),1.159).
regressionExample(med_house_val(id8211),1.297).
regressionExample(med_house_val(id8212),1.3).
regressionExample(med_house_val(id8213),1.183).
regressionExample(med_house_val(id8214),1.625).
regressionExample(med_house_val(id8215),1.563).
regressionExample(med_house_val(id8216),1.266).
regressionExample(med_house_val(id8217),1.417).
regressionExample(med_house_val(id8218),1.375).
regressionExample(med_house_val(id8219),1.167).
regressionExample(med_house_val(id8220),1.125).
regressionExample(med_house_val(id8221),1.5).
regressionExample(med_house_val(id8222),1.042).
regressionExample(med_house_val(id8223),0.875).
regressionExample(med_house_val(id8224),2.188).
regressionExample(med_house_val(id8225),1.875).
regressionExample(med_house_val(id8226),1.75).
regressionExample(med_house_val(id8227),1.688).
regressionExample(med_house_val(id8228),1.625).
regressionExample(med_house_val(id8229),1.375).
regressionExample(med_house_val(id8230),1.313).
regressionExample(med_house_val(id8231),1.458).
regressionExample(med_house_val(id8232),1.438).
regressionExample(med_house_val(id8233),2.0).
regressionExample(med_house_val(id8234),1.292).
regressionExample(med_house_val(id8235),1.063).
regressionExample(med_house_val(id8236),1.625).
regressionExample(med_house_val(id8237),1.625).
regressionExample(med_house_val(id8238),2.0).
regressionExample(med_house_val(id8239),1.55).
regressionExample(med_house_val(id8240),1.125).
regressionExample(med_house_val(id8241),1.375).
regressionExample(med_house_val(id8242),1.5).
regressionExample(med_house_val(id8243),1.525).
regressionExample(med_house_val(id8244),1.0).
regressionExample(med_house_val(id8245),1.625).
regressionExample(med_house_val(id8246),1.625).
regressionExample(med_house_val(id8247),1.625).
regressionExample(med_house_val(id8248),1.625).
regressionExample(med_house_val(id8249),1.75).
regressionExample(med_house_val(id8250),1.402).
regressionExample(med_house_val(id8251),1.862).
regressionExample(med_house_val(id8252),1.462).
regressionExample(med_house_val(id8253),1.475).
regressionExample(med_house_val(id8254),1.813).
regressionExample(med_house_val(id8255),1.911).
regressionExample(med_house_val(id8256),1.656).
regressionExample(med_house_val(id8257),1.804).
regressionExample(med_house_val(id8258),1.547).
regressionExample(med_house_val(id8259),1.375).
regressionExample(med_house_val(id8260),1.594).
regressionExample(med_house_val(id8261),2.417).
regressionExample(med_house_val(id8262),3.1).
regressionExample(med_house_val(id8263),2.188).
regressionExample(med_house_val(id8264),2.2).
regressionExample(med_house_val(id8265),3.25).
regressionExample(med_house_val(id8266),1.938).
regressionExample(med_house_val(id8267),1.75).
regressionExample(med_house_val(id8268),3.821).
regressionExample(med_house_val(id8269),5.00001).
regressionExample(med_house_val(id8270),3.063).
regressionExample(med_house_val(id8271),2.663).
regressionExample(med_house_val(id8272),2.722).
regressionExample(med_house_val(id8273),3.041).
regressionExample(med_house_val(id8274),2.325).
regressionExample(med_house_val(id8275),2.25).
regressionExample(med_house_val(id8276),1.633).
regressionExample(med_house_val(id8277),2.225).
regressionExample(med_house_val(id8278),2.229).
regressionExample(med_house_val(id8279),1.797).
regressionExample(med_house_val(id8280),2.078).
regressionExample(med_house_val(id8281),1.986).
regressionExample(med_house_val(id8282),2.5).
regressionExample(med_house_val(id8283),2.333).
regressionExample(med_house_val(id8284),4.345).
regressionExample(med_house_val(id8285),3.074).
regressionExample(med_house_val(id8286),3.429).
regressionExample(med_house_val(id8287),3.939).
regressionExample(med_house_val(id8288),3.398).
regressionExample(med_house_val(id8289),2.711).
regressionExample(med_house_val(id8290),4.325).
regressionExample(med_house_val(id8291),5.0).
regressionExample(med_house_val(id8292),5.00001).
regressionExample(med_house_val(id8293),3.618).
regressionExample(med_house_val(id8294),3.81).
regressionExample(med_house_val(id8295),4.393).
regressionExample(med_house_val(id8296),4.0).
regressionExample(med_house_val(id8297),3.78).
regressionExample(med_house_val(id8298),3.981).
regressionExample(med_house_val(id8299),4.083).
regressionExample(med_house_val(id8300),5.0).
regressionExample(med_house_val(id8301),4.188).
regressionExample(med_house_val(id8302),3.638).
regressionExample(med_house_val(id8303),4.069).
regressionExample(med_house_val(id8304),4.615).
regressionExample(med_house_val(id8305),5.00001).
regressionExample(med_house_val(id8306),5.00001).
regressionExample(med_house_val(id8307),5.00001).
regressionExample(med_house_val(id8308),5.00001).
regressionExample(med_house_val(id8309),2.674).
regressionExample(med_house_val(id8310),3.673).
regressionExample(med_house_val(id8311),4.635).
regressionExample(med_house_val(id8312),5.00001).
regressionExample(med_house_val(id8313),3.952).
regressionExample(med_house_val(id8314),3.607).
regressionExample(med_house_val(id8315),4.5).
regressionExample(med_house_val(id8316),4.147).
regressionExample(med_house_val(id8317),3.0).
regressionExample(med_house_val(id8318),4.5).
regressionExample(med_house_val(id8319),2.875).
regressionExample(med_house_val(id8320),1.0).
regressionExample(med_house_val(id8321),0.996).
regressionExample(med_house_val(id8322),1.098).
regressionExample(med_house_val(id8323),1.008).
regressionExample(med_house_val(id8324),0.969).
regressionExample(med_house_val(id8325),0.94).
regressionExample(med_house_val(id8326),1.086).
regressionExample(med_house_val(id8327),1.149).
regressionExample(med_house_val(id8328),0.993).
regressionExample(med_house_val(id8329),1.238).
regressionExample(med_house_val(id8330),1.112).
regressionExample(med_house_val(id8331),0.992).
regressionExample(med_house_val(id8332),1.243).
regressionExample(med_house_val(id8333),1.28).
regressionExample(med_house_val(id8334),1.279).
regressionExample(med_house_val(id8335),1.267).
regressionExample(med_house_val(id8336),1.75).
regressionExample(med_house_val(id8337),1.458).
regressionExample(med_house_val(id8338),1.538).
regressionExample(med_house_val(id8339),1.42).
regressionExample(med_house_val(id8340),1.503).
regressionExample(med_house_val(id8341),1.688).
regressionExample(med_house_val(id8342),1.721).
regressionExample(med_house_val(id8343),1.484).
regressionExample(med_house_val(id8344),1.56).
regressionExample(med_house_val(id8345),1.599).
regressionExample(med_house_val(id8346),1.862).
regressionExample(med_house_val(id8347),1.838).
regressionExample(med_house_val(id8348),1.89).
regressionExample(med_house_val(id8349),1.92).
regressionExample(med_house_val(id8350),1.375).
regressionExample(med_house_val(id8351),1.91).
regressionExample(med_house_val(id8352),1.835).
regressionExample(med_house_val(id8353),1.898).
regressionExample(med_house_val(id8354),1.756).
regressionExample(med_house_val(id8355),1.698).
regressionExample(med_house_val(id8356),1.941).
regressionExample(med_house_val(id8357),1.649).
regressionExample(med_house_val(id8358),1.713).
regressionExample(med_house_val(id8359),1.665).
regressionExample(med_house_val(id8360),1.571).
regressionExample(med_house_val(id8361),1.882).
regressionExample(med_house_val(id8362),1.892).
regressionExample(med_house_val(id8363),1.982).
regressionExample(med_house_val(id8364),1.435).
regressionExample(med_house_val(id8365),1.594).
regressionExample(med_house_val(id8366),1.281).
regressionExample(med_house_val(id8367),1.434).
regressionExample(med_house_val(id8368),1.528).
regressionExample(med_house_val(id8369),1.708).
regressionExample(med_house_val(id8370),1.377).
regressionExample(med_house_val(id8371),1.378).
regressionExample(med_house_val(id8372),1.366).
regressionExample(med_house_val(id8373),3.238).
regressionExample(med_house_val(id8374),1.575).
regressionExample(med_house_val(id8375),1.643).
regressionExample(med_house_val(id8376),1.477).
regressionExample(med_house_val(id8377),1.438).
regressionExample(med_house_val(id8378),1.375).
regressionExample(med_house_val(id8379),1.598).
regressionExample(med_house_val(id8380),1.64).
regressionExample(med_house_val(id8381),1.708).
regressionExample(med_house_val(id8382),1.469).
regressionExample(med_house_val(id8383),1.7).
regressionExample(med_house_val(id8384),1.513).
regressionExample(med_house_val(id8385),1.772).
regressionExample(med_house_val(id8386),2.594).
regressionExample(med_house_val(id8387),2.463).
regressionExample(med_house_val(id8388),2.188).
regressionExample(med_house_val(id8389),1.798).
regressionExample(med_house_val(id8390),1.958).
regressionExample(med_house_val(id8391),1.531).
regressionExample(med_house_val(id8392),1.609).
regressionExample(med_house_val(id8393),1.425).
regressionExample(med_house_val(id8394),1.292).
regressionExample(med_house_val(id8395),1.773).
regressionExample(med_house_val(id8396),1.75).
regressionExample(med_house_val(id8397),2.625).
regressionExample(med_house_val(id8398),1.639).
regressionExample(med_house_val(id8399),1.775).
regressionExample(med_house_val(id8400),1.817).
regressionExample(med_house_val(id8401),1.74).
regressionExample(med_house_val(id8402),1.568).
regressionExample(med_house_val(id8403),1.485).
regressionExample(med_house_val(id8404),1.494).
regressionExample(med_house_val(id8405),1.7).
regressionExample(med_house_val(id8406),1.565).
regressionExample(med_house_val(id8407),1.523).
regressionExample(med_house_val(id8408),1.539).
regressionExample(med_house_val(id8409),1.469).
regressionExample(med_house_val(id8410),1.625).
regressionExample(med_house_val(id8411),1.706).
regressionExample(med_house_val(id8412),1.491).
regressionExample(med_house_val(id8413),1.422).
regressionExample(med_house_val(id8414),1.504).
regressionExample(med_house_val(id8415),1.446).
regressionExample(med_house_val(id8416),1.475).
regressionExample(med_house_val(id8417),1.607).
regressionExample(med_house_val(id8418),1.523).
regressionExample(med_house_val(id8419),1.437).
regressionExample(med_house_val(id8420),1.557).
regressionExample(med_house_val(id8421),1.677).
regressionExample(med_house_val(id8422),1.919).
regressionExample(med_house_val(id8423),1.928).
regressionExample(med_house_val(id8424),2.233).
regressionExample(med_house_val(id8425),2.045).
regressionExample(med_house_val(id8426),1.996).
regressionExample(med_house_val(id8427),2.397).
regressionExample(med_house_val(id8428),2.0).
regressionExample(med_house_val(id8429),2.293).
regressionExample(med_house_val(id8430),2.268).
regressionExample(med_house_val(id8431),2.338).
regressionExample(med_house_val(id8432),2.125).
regressionExample(med_house_val(id8433),2.458).
regressionExample(med_house_val(id8434),2.183).
regressionExample(med_house_val(id8435),2.389).
regressionExample(med_house_val(id8436),2.427).
regressionExample(med_house_val(id8437),2.456).
regressionExample(med_house_val(id8438),2.463).
regressionExample(med_house_val(id8439),2.469).
regressionExample(med_house_val(id8440),2.025).
regressionExample(med_house_val(id8441),2.225).
regressionExample(med_house_val(id8442),2.256).
regressionExample(med_house_val(id8443),2.3).
regressionExample(med_house_val(id8444),2.319).
regressionExample(med_house_val(id8445),2.278).
regressionExample(med_house_val(id8446),3.037).
regressionExample(med_house_val(id8447),2.948).
regressionExample(med_house_val(id8448),2.563).
regressionExample(med_house_val(id8449),2.896).
regressionExample(med_house_val(id8450),2.313).
regressionExample(med_house_val(id8451),2.65).
regressionExample(med_house_val(id8452),2.414).
regressionExample(med_house_val(id8453),2.645).
regressionExample(med_house_val(id8454),2.728).
regressionExample(med_house_val(id8455),2.37).
regressionExample(med_house_val(id8456),2.697).
regressionExample(med_house_val(id8457),2.44).
regressionExample(med_house_val(id8458),2.354).
regressionExample(med_house_val(id8459),2.431).
regressionExample(med_house_val(id8460),2.3).
regressionExample(med_house_val(id8461),2.304).
regressionExample(med_house_val(id8462),1.854).
regressionExample(med_house_val(id8463),1.818).
regressionExample(med_house_val(id8464),2.021).
regressionExample(med_house_val(id8465),1.833).
regressionExample(med_house_val(id8466),1.857).
regressionExample(med_house_val(id8467),1.938).
regressionExample(med_house_val(id8468),1.923).
regressionExample(med_house_val(id8469),1.927).
regressionExample(med_house_val(id8470),1.779).
regressionExample(med_house_val(id8471),1.811).
regressionExample(med_house_val(id8472),1.805).
regressionExample(med_house_val(id8473),1.813).
regressionExample(med_house_val(id8474),1.845).
regressionExample(med_house_val(id8475),1.813).
regressionExample(med_house_val(id8476),1.805).
regressionExample(med_house_val(id8477),1.88).
regressionExample(med_house_val(id8478),1.464).
regressionExample(med_house_val(id8479),1.58).
regressionExample(med_house_val(id8480),1.578).
regressionExample(med_house_val(id8481),1.528).
regressionExample(med_house_val(id8482),1.372).
regressionExample(med_house_val(id8483),1.452).
regressionExample(med_house_val(id8484),1.555).
regressionExample(med_house_val(id8485),1.547).
regressionExample(med_house_val(id8486),1.694).
regressionExample(med_house_val(id8487),1.551).
regressionExample(med_house_val(id8488),1.726).
regressionExample(med_house_val(id8489),1.713).
regressionExample(med_house_val(id8490),1.775).
regressionExample(med_house_val(id8491),1.594).
regressionExample(med_house_val(id8492),2.088).
regressionExample(med_house_val(id8493),2.241).
regressionExample(med_house_val(id8494),1.736).
regressionExample(med_house_val(id8495),1.814).
regressionExample(med_house_val(id8496),2.078).
regressionExample(med_house_val(id8497),2.181).
regressionExample(med_house_val(id8498),1.984).
regressionExample(med_house_val(id8499),2.089).
regressionExample(med_house_val(id8500),2.182).
regressionExample(med_house_val(id8501),2.186).
regressionExample(med_house_val(id8502),2.37).
regressionExample(med_house_val(id8503),2.147).
regressionExample(med_house_val(id8504),2.349).
regressionExample(med_house_val(id8505),2.536).
regressionExample(med_house_val(id8506),2.477).
regressionExample(med_house_val(id8507),1.953).
regressionExample(med_house_val(id8508),2.421).
regressionExample(med_house_val(id8509),2.423).
regressionExample(med_house_val(id8510),2.38).
regressionExample(med_house_val(id8511),2.375).
regressionExample(med_house_val(id8512),1.947).
regressionExample(med_house_val(id8513),2.206).
regressionExample(med_house_val(id8514),2.315).
regressionExample(med_house_val(id8515),2.121).
regressionExample(med_house_val(id8516),2.103).
regressionExample(med_house_val(id8517),2.164).
regressionExample(med_house_val(id8518),2.101).
regressionExample(med_house_val(id8519),2.206).
regressionExample(med_house_val(id8520),2.42).
regressionExample(med_house_val(id8521),1.639).
regressionExample(med_house_val(id8522),2.246).
regressionExample(med_house_val(id8523),2.273).
regressionExample(med_house_val(id8524),2.427).
regressionExample(med_house_val(id8525),2.366).
regressionExample(med_house_val(id8526),2.269).
regressionExample(med_house_val(id8527),2.308).
regressionExample(med_house_val(id8528),2.459).
regressionExample(med_house_val(id8529),2.445).
regressionExample(med_house_val(id8530),2.079).
regressionExample(med_house_val(id8531),2.25).
regressionExample(med_house_val(id8532),2.324).
regressionExample(med_house_val(id8533),2.29).
regressionExample(med_house_val(id8534),2.339).
regressionExample(med_house_val(id8535),2.05).
regressionExample(med_house_val(id8536),2.203).
regressionExample(med_house_val(id8537),2.4).
regressionExample(med_house_val(id8538),2.28).
regressionExample(med_house_val(id8539),2.276).
regressionExample(med_house_val(id8540),2.14).
regressionExample(med_house_val(id8541),2.15).
regressionExample(med_house_val(id8542),2.368).
regressionExample(med_house_val(id8543),2.608).
regressionExample(med_house_val(id8544),2.674).
regressionExample(med_house_val(id8545),2.75).
regressionExample(med_house_val(id8546),2.307).
regressionExample(med_house_val(id8547),2.327).
regressionExample(med_house_val(id8548),2.382).
regressionExample(med_house_val(id8549),2.333).
regressionExample(med_house_val(id8550),2.258).
regressionExample(med_house_val(id8551),2.339).
regressionExample(med_house_val(id8552),2.375).
regressionExample(med_house_val(id8553),2.55).
regressionExample(med_house_val(id8554),2.705).
regressionExample(med_house_val(id8555),2.472).
regressionExample(med_house_val(id8556),3.458).
regressionExample(med_house_val(id8557),3.638).
regressionExample(med_house_val(id8558),3.761).
regressionExample(med_house_val(id8559),3.639).
regressionExample(med_house_val(id8560),3.58).
regressionExample(med_house_val(id8561),3.375).
regressionExample(med_house_val(id8562),3.397).
regressionExample(med_house_val(id8563),3.58).
regressionExample(med_house_val(id8564),2.75).
regressionExample(med_house_val(id8565),3.613).
regressionExample(med_house_val(id8566),3.46).
regressionExample(med_house_val(id8567),3.414).
regressionExample(med_house_val(id8568),3.822).
regressionExample(med_house_val(id8569),5.00001).
regressionExample(med_house_val(id8570),5.00001).
regressionExample(med_house_val(id8571),4.922).
regressionExample(med_house_val(id8572),5.00001).
regressionExample(med_house_val(id8573),4.721).
regressionExample(med_house_val(id8574),5.00001).
regressionExample(med_house_val(id8575),5.00001).
regressionExample(med_house_val(id8576),5.00001).
regressionExample(med_house_val(id8577),5.00001).
regressionExample(med_house_val(id8578),5.00001).
regressionExample(med_house_val(id8579),5.00001).
regressionExample(med_house_val(id8580),5.00001).
regressionExample(med_house_val(id8581),5.00001).
regressionExample(med_house_val(id8582),5.00001).
regressionExample(med_house_val(id8583),4.771).
regressionExample(med_house_val(id8584),4.815).
regressionExample(med_house_val(id8585),5.00001).
regressionExample(med_house_val(id8586),5.00001).
regressionExample(med_house_val(id8587),5.00001).
regressionExample(med_house_val(id8588),3.793).
regressionExample(med_house_val(id8589),4.604).
regressionExample(med_house_val(id8590),4.227).
regressionExample(med_house_val(id8591),4.381).
regressionExample(med_house_val(id8592),3.292).
regressionExample(med_house_val(id8593),3.362).
regressionExample(med_house_val(id8594),3.24).
regressionExample(med_house_val(id8595),3.426).
regressionExample(med_house_val(id8596),3.594).
regressionExample(med_house_val(id8597),3.568).
regressionExample(med_house_val(id8598),3.359).
regressionExample(med_house_val(id8599),2.958).
regressionExample(med_house_val(id8600),2.93).
regressionExample(med_house_val(id8601),3.042).
regressionExample(med_house_val(id8602),3.342).
regressionExample(med_house_val(id8603),3.169).
regressionExample(med_house_val(id8604),3.455).
regressionExample(med_house_val(id8605),3.407).
regressionExample(med_house_val(id8606),2.819).
regressionExample(med_house_val(id8607),2.9).
regressionExample(med_house_val(id8608),3.386).
regressionExample(med_house_val(id8609),2.94).
regressionExample(med_house_val(id8610),2.974).
regressionExample(med_house_val(id8611),2.959).
regressionExample(med_house_val(id8612),3.059).
regressionExample(med_house_val(id8613),3.24).
regressionExample(med_house_val(id8614),3.599).
regressionExample(med_house_val(id8615),2.929).
regressionExample(med_house_val(id8616),3.219).
regressionExample(med_house_val(id8617),3.379).
regressionExample(med_house_val(id8618),3.404).
regressionExample(med_house_val(id8619),3.655).
regressionExample(med_house_val(id8620),3.527).
regressionExample(med_house_val(id8621),3.338).
regressionExample(med_house_val(id8622),3.293).
regressionExample(med_house_val(id8623),3.376).
regressionExample(med_house_val(id8624),4.561).
regressionExample(med_house_val(id8625),4.537).
regressionExample(med_house_val(id8626),4.743).
regressionExample(med_house_val(id8627),4.727).
regressionExample(med_house_val(id8628),4.955).
regressionExample(med_house_val(id8629),5.00001).
regressionExample(med_house_val(id8630),4.7).
regressionExample(med_house_val(id8631),4.421).
regressionExample(med_house_val(id8632),5.00001).
regressionExample(med_house_val(id8633),5.00001).
regressionExample(med_house_val(id8634),5.00001).
regressionExample(med_house_val(id8635),5.00001).
regressionExample(med_house_val(id8636),5.00001).
regressionExample(med_house_val(id8637),5.00001).
regressionExample(med_house_val(id8638),5.00001).
regressionExample(med_house_val(id8639),5.00001).
regressionExample(med_house_val(id8640),5.00001).
regressionExample(med_house_val(id8641),4.345).
regressionExample(med_house_val(id8642),3.946).
regressionExample(med_house_val(id8643),5.00001).
regressionExample(med_house_val(id8644),4.727).
regressionExample(med_house_val(id8645),4.795).
regressionExample(med_house_val(id8646),5.00001).
regressionExample(med_house_val(id8647),5.00001).
regressionExample(med_house_val(id8648),4.698).
regressionExample(med_house_val(id8649),5.00001).
regressionExample(med_house_val(id8650),3.924).
regressionExample(med_house_val(id8651),3.684).
regressionExample(med_house_val(id8652),4.007).
regressionExample(med_house_val(id8653),3.808).
regressionExample(med_house_val(id8654),4.3).
regressionExample(med_house_val(id8655),5.00001).
regressionExample(med_house_val(id8656),4.35).
regressionExample(med_house_val(id8657),3.781).
regressionExample(med_house_val(id8658),3.846).
regressionExample(med_house_val(id8659),3.662).
regressionExample(med_house_val(id8660),3.364).
regressionExample(med_house_val(id8661),3.49).
regressionExample(med_house_val(id8662),3.798).
regressionExample(med_house_val(id8663),3.848).
regressionExample(med_house_val(id8664),4.327).
regressionExample(med_house_val(id8665),3.553).
regressionExample(med_house_val(id8666),3.486).
regressionExample(med_house_val(id8667),4.202).
regressionExample(med_house_val(id8668),5.00001).
regressionExample(med_house_val(id8669),5.00001).
regressionExample(med_house_val(id8670),5.00001).
regressionExample(med_house_val(id8671),3.812).
regressionExample(med_house_val(id8672),4.392).
regressionExample(med_house_val(id8673),4.167).
regressionExample(med_house_val(id8674),4.272).
regressionExample(med_house_val(id8675),2.607).
regressionExample(med_house_val(id8676),2.719).
regressionExample(med_house_val(id8677),2.821).
regressionExample(med_house_val(id8678),2.803).
regressionExample(med_house_val(id8679),2.69).
regressionExample(med_house_val(id8680),2.7).
regressionExample(med_house_val(id8681),2.833).
regressionExample(med_house_val(id8682),2.656).
regressionExample(med_house_val(id8683),2.666).
regressionExample(med_house_val(id8684),2.984).
regressionExample(med_house_val(id8685),2.963).
regressionExample(med_house_val(id8686),3.252).
regressionExample(med_house_val(id8687),2.917).
regressionExample(med_house_val(id8688),2.838).
regressionExample(med_house_val(id8689),2.559).
regressionExample(med_house_val(id8690),2.671).
regressionExample(med_house_val(id8691),2.781).
regressionExample(med_house_val(id8692),2.523).
regressionExample(med_house_val(id8693),2.554).
regressionExample(med_house_val(id8694),2.596).
regressionExample(med_house_val(id8695),2.486).
regressionExample(med_house_val(id8696),2.794).
regressionExample(med_house_val(id8697),2.859).
regressionExample(med_house_val(id8698),2.865).
regressionExample(med_house_val(id8699),2.613).
regressionExample(med_house_val(id8700),2.796).
regressionExample(med_house_val(id8701),2.57).
regressionExample(med_house_val(id8702),2.815).
regressionExample(med_house_val(id8703),2.713).
regressionExample(med_house_val(id8704),3.097).
regressionExample(med_house_val(id8705),3.141).
regressionExample(med_house_val(id8706),3.319).
regressionExample(med_house_val(id8707),3.585).
regressionExample(med_house_val(id8708),3.509).
regressionExample(med_house_val(id8709),3.307).
regressionExample(med_house_val(id8710),3.542).
regressionExample(med_house_val(id8711),3.482).
regressionExample(med_house_val(id8712),3.344).
regressionExample(med_house_val(id8713),3.326).
regressionExample(med_house_val(id8714),3.412).
regressionExample(med_house_val(id8715),3.493).
regressionExample(med_house_val(id8716),3.953).
regressionExample(med_house_val(id8717),3.547).
regressionExample(med_house_val(id8718),3.613).
regressionExample(med_house_val(id8719),4.1).
regressionExample(med_house_val(id8720),3.79).
regressionExample(med_house_val(id8721),3.42).
regressionExample(med_house_val(id8722),3.536).
regressionExample(med_house_val(id8723),3.43).
regressionExample(med_house_val(id8724),3.428).
regressionExample(med_house_val(id8725),3.434).
regressionExample(med_house_val(id8726),3.502).
regressionExample(med_house_val(id8727),3.534).
regressionExample(med_house_val(id8728),3.39).
regressionExample(med_house_val(id8729),2.864).
regressionExample(med_house_val(id8730),2.348).
regressionExample(med_house_val(id8731),2.707).
regressionExample(med_house_val(id8732),3.189).
regressionExample(med_house_val(id8733),3.761).
regressionExample(med_house_val(id8734),2.25).
regressionExample(med_house_val(id8735),2.73).
regressionExample(med_house_val(id8736),2.799).
regressionExample(med_house_val(id8737),3.1).
regressionExample(med_house_val(id8738),3.237).
regressionExample(med_house_val(id8739),3.617).
regressionExample(med_house_val(id8740),3.626).
regressionExample(med_house_val(id8741),3.36).
regressionExample(med_house_val(id8742),3.821).
regressionExample(med_house_val(id8743),3.795).
regressionExample(med_house_val(id8744),3.462).
regressionExample(med_house_val(id8745),3.57).
regressionExample(med_house_val(id8746),4.178).
regressionExample(med_house_val(id8747),4.468).
regressionExample(med_house_val(id8748),3.289).
regressionExample(med_house_val(id8749),3.39).
regressionExample(med_house_val(id8750),3.878).
regressionExample(med_house_val(id8751),3.527).
regressionExample(med_house_val(id8752),3.669).
regressionExample(med_house_val(id8753),3.395).
regressionExample(med_house_val(id8754),3.608).
regressionExample(med_house_val(id8755),3.3).
regressionExample(med_house_val(id8756),3.788).
regressionExample(med_house_val(id8757),3.599).
regressionExample(med_house_val(id8758),4.583).
regressionExample(med_house_val(id8759),4.836).
regressionExample(med_house_val(id8760),4.103).
regressionExample(med_house_val(id8761),5.00001).
regressionExample(med_house_val(id8762),5.00001).
regressionExample(med_house_val(id8763),3.568).
regressionExample(med_house_val(id8764),4.822).
regressionExample(med_house_val(id8765),5.00001).
regressionExample(med_house_val(id8766),4.885).
regressionExample(med_house_val(id8767),5.00001).
regressionExample(med_house_val(id8768),4.875).
